EPISODE_ID,SEASON_NAME,EPISODE_NUM,EPISODE_NAME,EPISODE_OVERVIEW,EPISODE_AIR_DATE,EPISODE_RTM,EPISODE_STILL,GUEST
2280373,옛날 옛적에 시즌 1,5,토끼의 명판결,,1990-02-02,,https://image.tmdb.org/t/p/original/yxKtpRlryxmFXbpqXnCsMcJCo6c.jpg,
2280374,옛날 옛적에 시즌 1,6,오름과 바릇,,1990-02-09,,https://image.tmdb.org/t/p/original/2m24a5LIMueKVXyHwZne6qehs0q.jpg,
2280375,옛날 옛적에 시즌 1,7,천년여우,,1990-02-16,,https://image.tmdb.org/t/p/original/m0lGVK2mCmOx9H5VBkEbtVQJE8L.jpg,
2280376,옛날 옛적에 시즌 1,8,도깨비 방망이,,1990-02-23,,https://image.tmdb.org/t/p/original/zrF5uubVDPrB94WBWYhKKtGQBtG.jpg,
2280377,옛날 옛적에 시즌 1,9,세가지 보물,,1990-03-02,,https://image.tmdb.org/t/p/original/6mEv0J1En355rFTrmtNV9x5ihl4.jpg,
2280378,옛날 옛적에 시즌 1,10,곰과 멧돼지의 여행,,1990-03-09,,https://image.tmdb.org/t/p/original/aKbr8uxEYCt02ANs9jg7CjCmrAW.jpg,
2280379,옛날 옛적에 시즌 1,11,백일홍 전설,,1990-03-16,,https://image.tmdb.org/t/p/original/nCEciczm6ntKyHR7jPZtubYnqwz.jpg,
2280381,옛날 옛적에 시즌 1,12,호랑이의 효도,,1990-03-23,,https://image.tmdb.org/t/p/original/zhB3ovv63f0mH1zDaWeCAidxlg.jpg,
2280383,옛날 옛적에 시즌 1,13,한락댁이,,1990-03-30,,,
2281759,최고다! 호기심딱지 시즌 4,29,조심해! 핫팩,호떡이가 핫팩을 오랜시간동안 주머니에 넣고 다니자 누나인 호빵이가 저온화상을 입을 수 있음을 알려주며 호기심 딱지를 이용해 그 위험성과 원리를 알려준다.,2020-01-22,,https://image.tmdb.org/t/p/original/j9sgbl0pwr21pHgkrwvILKYTFlg.jpg,
2281760,최고다! 호기심딱지 시즌 4,30,지독한 방귀 냄새의 비밀!,방귀 냄새가 지독한 호떡이에게 호빵이가 방귀냄새가 왜 지독해지는지 '호기심 딱지를' 이용해 알려준다.,2020-01-27,,,
2281761,최고다! 호기심딱지 시즌 4,31,땀은 왜 날까?,땀이 안 났으면 좋겠다는 호떡이에게 누나 호빵이가 땀은 왜 나는지 안 나면 우리 몸에 어떤 일이 일어나는지 '호기심 딱지를' 이용해 알려준다.,2020-01-28,,,
2281762,최고다! 호기심딱지 시즌 4,32,저팔계의 겨울 피부 사랑,"피부가 자꾸 간지러운 호떡이! 겨울에 피부가 건조해지는 이유와 그로 인해 발생되는 문제점, 예방법을 호기심 딱지를 이용해 풀어준다.",2020-01-29,,,
2281763,최고다! 호기심딱지 시즌 4,33,귀를 지키는 귀지,귀지를 파는 호떡이를 보고 누나 호빵이가 귀지를 파면 왜 안되는지에 대해 '호기심 딱지'를 통해 알려준다.,2020-02-03,,,
2281764,최고다! 호기심딱지 시즌 4,25,미세먼지가 뭔지?,미세먼지가 심한 날 밖에 나가서 놀겠다는 호떡이에게 호빵이가 미세먼지가 우리 몸에 어떤 해로운 영향을 미치는지에 대해 '호기심 딱지'를 이용해 설명해준다.,2020-01-14,,,
2281765,최고다! 호기심딱지 시즌 4,26,에취 재채기,재채기를 통해 병균이 멀리 퍼지는 원인과 재채기 발생 원리를 호빵이가 호기심 딱지를 이용해 풀어준다.,2020-01-15,,,
2281766,최고다! 호기심딱지 시즌 4,34,다리에 쥐가 났어요,운동을 하던 호떡이가 갑자기 다리에 쥐가 나고 이를 본 누나 호빵이가 다리에 쥐는 왜 나는지에 대해 '호기심 딱지'를 이용해 알려준다.,2020-02-04,,,
2281767,최고다! 호기심딱지 시즌 4,27,혹혹! 혹이 났어요!,"바퀴달린 의자에서 떨어진 호떡이, 이마에 커다란 혹이 나자 큰 일이 난거 아니냐며 호들갑 떠는 호떡이에게 누나 호빵이가 왜 혹이 나는지에 대해 '호기심 딱지'를 이용해 설명해준다.",2020-01-20,,,
2281768,최고다! 호기심딱지 시즌 4,28,오줌! 참으면 병 돼!,만화책이 너무 재미있어서 오줌을 참던 호떡이에게 호빵이가 왜 오줌을 참으면 안 돼는지 '호기심 딱지를' 이용해 알려준다.,2020-01-21,,,
2281769,최고다! 호기심딱지 시즌 4,35,눈동자 요정을 보호하라!,스마트폰 게임을 오랫동안 하는 호떡이에게 한마디 하는 호빵이! 휴대폰을 오래 하면 눈병에 걸릴 수 있다고? 휴대폰을 오래 하면 눈 건강에 어떠한 문제가 생기는지 호기심 딱지를 이용해 풀어준다.,2020-02-05,,,
2281770,최고다! 호기심딱지 시즌 4,36,심장이 두근두근!,여자 친구의 사진을 보고 심장이 뛰는 호떡이에게 누나 호빵이가 왜 좋아하는 아이를 보며 심장이 뛰는지에 대해 '호기심 딱지'를 이용해 알려준다.,2020-02-10,,,
2281771,최고다! 호기심딱지 시즌 4,37,뼈가 부러졌어요!,팔을 다쳐 깁스를 한 호떡이에게 누나 호빵이가 부러진 뼈가 어떻게 다시 붙는지에 대해 '호기심 딱지'를 이용해 설명한다.,2020-02-11,,,
2281772,최고다! 호기심딱지 시즌 4,38,독을 뿌리는 파상풍,또 예방 주사를 맞으러 갔다가 도망친 호떡이! 이번엔 어떤 예방주사를 맞으러 갔다가 도망친 걸까? 작은 상처로 목숨까지 위협할 수 있는 파상풍의 무서움과 예방접종의 중요성을 호기심 딱지를 이용해 알려준다.,2020-02-12,,,
2281773,최고다! 호기심딱지 시즌 4,39,꺼억! 트림은 왜 나올까?,트림을 하는 호떡이에게 누나 호빵이가 트림은 왜 하는 것인지에 대해 '호기심 딱지'를 이용해 설명해준다.,2020-02-17,,,
2281774,최고다! 호기심딱지 시즌 4,40,성장호르몬 선생님이 떴다!,키가 크고 싶은 호떡이 친구에게 누나 호빵이가 어떻게 하면 키가 클 수 있는지에 대해 '호기심 딱지'를 이용해 설명해준다.,2020-02-18,,,
2281775,최고다! 호기심딱지 시즌 4,41,멀미가 괴로워!,멀미 때문에 자동차 타는 게 괴로운 호빵이! 도대체 멀미는 왜 생기는 걸까? 멀미가 발생하는 원리와 예방법을 호기심 딱지를 이용해 알려준다.,2020-02-19,,,
2281776,최고다! 호기심딱지 시즌 4,42,무시무시한 수족구병?!,유치원 친구가 수족구병에 걸렸다는 호떡이에게 누가 호빵이가 수족구병이 무엇인지 어떻게 예방할 수 있는지에 대해 '호기심 딱지'를 이용해 설명해준다.,2020-02-24,,,
2281777,최고다! 호기심딱지 시즌 4,43,귀신보다 무서운 설탕!,아이스크림을 지나치게 많이 먹는 호떡이에게 누나 호빵이가 아이스크림 같은 설탕이 많이 든 음식을 많이 먹으면 왜 우리 몸에 안 좋은지에 대해 '호기심 딱지'를 이용해 설명해준다.,2020-02-25,,,
2281778,최고다! 호기심딱지 시즌 4,44,소화 삼총사,호떡이가 음식을 급하게 먹자 한마디 하는 호빵이! 음식을 빨리 먹으면 배탈이 날 수 있다고? 배탈이 나게 되는 이유와 소화의 과정을 호기심 딱지를 이용해 설명해준다.,2020-02-26,,,
2281779,최고다! 호기심딱지 시즌 4,45,"드르렁 드르렁, 코는 왜 골까?","소파에서 시끄럽게 코를 골며 자고있던 호떡이에게 누나 호빵이가 코를 왜 고는지, 그리고 코를 안 골기 위한 방법이 무엇인지를 '호기심 딱지'를 이용해 설명해준다.",2020-03-02,,,
2281780,최고다! 호기심딱지 시즌 4,46,여름엔 조심해! 식중독,"상한 음식을 먹으려던 호떡이를 보고 누나 호떡이가 상한음식을 먹으면 식중독에 걸릴 수도 있다고 말하는데. 식중독이 뭔지, 식중독에 안 걸리기 위해선 어떻게 해야하는지를 '호기심딱지'를 이용해 알려준다",2020-03-03,,,
2281781,최고다! 호기심딱지 시즌 4,47,여드름이 꽃피운 사랑,아빠 엄마의 연애 시절 사진을 보다가 엄마 피부 위의 '이것'을 발견하게 된 호떡이! 엄마 피부에 난 '이것'은 뭘까? 사춘기 때 여드름이 생기게 되는 이유를 호기심 딱지를 이용해 풀어준다.,2020-03-04,,,
2281782,최고다! 호기심딱지 시즌 4,48,발목이 삐끗,발목을 다쳐 깁스를 한 솔이가 이제 아프지 않다며 깁스를 풀어버리자 깜짝 놀라 말리는 호빵이! 아프지도 않은데 왜 깁스를 해야 하는 걸까? 다 나을 때까지 깁스 해야 하는 이유를 호기심 딱지를 이용해 설명해준다.,2020-03-11,,,
2281783,최고다! 호기심딱지 시즌 4,49,신종 바이러스 예방 대작전,손에 물만 묻히고 나온 호떡이에게 손을 다시 꼼꼼히 씻으라는 호빵이! 손을 비누로 꼼꼼하게 씻지 않으면 신종 바이러스에 걸릴 수 있다고? 신종 바이러스 예방법 중 손씻기의 중요성을 호기심 딱지를 이용해 설명해준다.,2020-03-18,,,
2281784,최고다! 호기심딱지 시즌 4,50,이불에 그린 오줌 지도,발목을 다쳐 깁스를 한 솔이가 이제 아프지 않다며 깁스를 풀어버리자 깜짝 놀라 말리는 호빵이! 아프지도 않은데 왜 깁스를 해야 하는 걸까? 다 나을 때까지 깁스 해야 하는 이유를 호기심 딱지를 이용해 설명해준다.,2020-03-25,,,
2281785,최고다! 호기심딱지 시즌 4,51,"위험한 장난, 감전 사고",돼지코처럼 생긴 콘센트가 신기해 젓가락을 꽂으려던 호떡이에게 안 돼! 하며 벼락처럼 소리지르는 호빵이! 콘센트에 쇠젓가락을 꽂으면 감전이 되는 이유와 원리를 호기심딱지를 이용해 설명해준다.,2020-04-02,,,
2281786,최고다! 호기심딱지 시즌 4,52,전자레인지의 비밀,포일에 쌓인 김밥을 통째로 전자레인지에 넣고 돌리려는 호떡이를 말리는 호빵! 전자레인지에 금속을 넣으면 왜 위험한지 호기심딱지를 이용해 전자레인지가 음식을 데우는 원리에 대해서 알아본다.,2020-04-03,,,
2281787,최고다! 호기심딱지 시즌 4,1,"연습훈련, 독감예방주사","호떡이는 예방주사가 맞기 싫어 도망치게되고, 누나 호빵이는 도망친 호떡이를 찾아서 왜 예방주사를 맞아야하는지, 예방주사가 어떠한 역할을 해주는지를 '호기심딱지'를 이용해 설명해준다.",2019-10-23,,,
2281788,최고다! 호기심딱지 시즌 4,2,공포영화보다 오싹한 냉방병,밖에서 놀다 들어온 호떡이가 에어컨을 켜 낮은 온도로 낮추자 누나 호빵이가 냉방병에 걸릴 수도 있다고 말하며 냉방병이 뭔지 그리고 에어컨 적정온도가 어느 정도인지를 '호기심딱지'를 이용해 알려준다.,2019-10-28,,,
2281789,최고다! 호기심딱지 시즌 4,3,간질간질 얄미운 모기!,여름에 모기에 물린 호떡이가 누나 호빵이가 모기에 왜 물리고 물리지 않으려면 어떻게 해야 하는지를 '호기심딱지'를 이용해 알려준다,2019-10-29,,,
2281790,최고다! 호기심딱지 시즌 4,53,BTG와 함께하는 가스 안전,"가스 콕크를 열어둔 채로 부싯돌을 부닥쳤다가 얼굴을 다친 산적들! 과연, 사적들은 왜 다친걸까? BTG라는 가스아이돌을 통해 가스의 위험성과 안전한 사용법에 대해 알아보자!",2020-04-09,,,
2281791,최고다! 호기심딱지 시즌 4,54,뽀글뽀글 비누특공대,"치킨을 먹은 뒤 손을 제대로 씻지 않은 사오정, 그만 요괴가 탈출하고 마는데! 기름이 묻은 손은 어떤 원리로 깨끗해지는 걸까? 비누특공대와 함께 알아보자!",2020-04-10,,,
2281792,최고다! 호기심딱지 시즌 4,4,밤이면 밤마다 요충,엉덩이가 너무 가려워서 계속 긁고 있는 호떡이에게 누나 호빵이가 요충때문에 그럴거라고 말하며 요충이 무엇이며 요충에 안 걸리기 위해선 어떻게 해야하는지를 '호기심딱지'를 이용해 설명해준다.,2019-10-30,,,
2281794,최고다! 호기심딱지 시즌 4,5,아기 탄생의 비밀,호떡이는 우연히 집에서 의문의 사진을 을 발견하게 되고 누나인 호빵이는 이 사진이 호떡이가 엄마의 배 속에서의 모습이라고 알려주며 어떻게 아기가 태어나게 되는지를 '호기심 딱지'를 이용해 설명해준다.,2019-11-04,,,
2281795,최고다! 호기심딱지 시즌 4,6,붕어빵 프로젝트! 유전자,"호빵이는 우연히 엄마의 어릴적 사진을 보게되고, 호떡이는 자신과 똑같이 생긴 어릴적 엄마의 모습에 놀라는데 누나 호빵이가 이렇게 닮은 것은 유전자 덕분이라고 하며 유전자가 무엇인지, 그리고 호떡이와 엄마가 닮게 된 과정에 대해 '호기심 딱지'를 이용해 설명해준다.",2019-11-05,,,
2281796,최고다! 호기심딱지 시즌 4,55,비상! 꽃가루 알레르기!,자꾸 재채기를 하는 호떡이를 보고 누나 호빵이는 '꽃가루 알레르기'때문이라고 하는데. 꽃가루 알레르기가 뭔지 꽃가루가 우리 몸에 어떻게 영향을 미치는지 '호기심 딱지'를 이용해 알려준다.,2020-04-15,,,
2281797,최고다! 호기심딱지 시즌 4,56,뼈를 찍는 엑스레이,무술 수련 중 팔을 다친 돌 도사! 병원을 찾은 돌 도사는 뼈의 이상이 있다고 하는데?! 뼈의 이상을 잡아내는 엑스레이들을 통해 엑스선의 필요성에 대해서 알아보자!,2020-04-16,,,
2281798,최고다! 호기심딱지 시즌 4,7,충치균의 설탕파티,"단 것을 너무 많이 먹던 호떡이에게 누나 호빵이가 그러면 충치들이 생긴다고 말하며 충치가 생기면 어떻게 되며, 충치에 안 걸리는 방법을 '호기심딱지'를 이용해 설명해준다.",2019-11-06,,,
2281799,최고다! 호기심딱지 시즌 4,8,쿨쿨 잠의 요정 멜라토닌,호떡이랑 사촌형 찐빵은 밤늦게까지 게임을 하다 늦잠을 자게되고 이를 발견한 누나 호빵이가밤 늦게까지 노는게 좋지 않은 이유를 '호기심 딱지'를 이용해 알려준다.,2019-11-11,,,
2281800,최고다! 호기심딱지 시즌 4,9,저절로 뚝~ 떨어지는 피딱지,다친 호떡이가 다리에 난 딱지를 떼려하자 누나 호빵이가 딱지를 떼면 막으며 떼면 안 좋은 이유를 '호기심 딱지'를 이용해 알려준다.,2019-11-12,,,
2281801,최고다! 호기심딱지 시즌 4,57,소화기야! 불을 부탁해,소화기가 망가졌을 땐 어떻게 하지? 망가진 소화기를 교체하지 않았다가 집이 홀라당 타버린 오 서방! 소화기 속 분말 소방대가 화재를 진압하는 과정을 통해 소화기의 중요성을 알아보자!,2020-04-17,,,
2281802,최고다! 호기심딱지 시즌 4,58,"뜨거운 달님, 백열전구",임금님의 결혼 기념 이벤트에서 손을 데고만 중전마마! 중전마마가 손을 올린 백열전구는 왜 뜨거웠을까? 전기들과 저항의 스파링을 통해 백열전구가 뜨거워지는 이유를 알아보자!,2020-04-23,,,
2281803,최고다! 호기심딱지 시즌 4,10,기억이 깜빡깜빡,"퍼즐을 맞추던 호빵이에게 호떡이가 다가오자, 과거의 안 좋은 기억을 말해주고 안 좋았던 기억이랑 자주 기억을 까먹는 호떡이에게 호빵이가 기억을 자주 까먹는 이유를 '호기심딱지'를 이용해 설명해준다.",2019-11-13,,,
2281804,최고다! 호기심딱지 시즌 4,11,피부 지킴이 자외선 차단제,누나 호빵이가 동생 호떡이에게 자외선 차단제를 발라주려하자 호떡이는 싫증을 내고 누나 호빵이는 호떡이에게 자외선 차단제를 바르지 않으면 위험한 이유를 '호기심 딱지'를 이용해 알려준다.,2019-11-18,,,
2281805,최고다! 호기심딱지 시즌 4,12,손오공의 금연 선언,누나 호빵이와 동생 호떡이는 금연캠페인을 시작하게 되는데 동생 호떡이가 누나 호빵이에게 흡연의 위험성이 무엇인지 묻게 되고 누나 호빵이는 '호기심 딱지'를 이용해 흡연의 위험성을 알려준다.,2019-11-19,,,
2281806,최고다! 호기심딱지 시즌 4,59,눈을 조심해! 레이저,어젠져스를 이겨 보겠다고 건틀릿에 레이저를 장착한 타조스! 하지만 결국 본인의 눈을 다치고 마는데... 레이저가 위험한 이유를 레이저 빛들의 훈련과정을 통해 알아보자!,2020-04-24,,,
2281807,최고다! 호기심딱지 시즌 4,60,비상! 무더위 주위보,"매우 더운 날, 밖에서 계속 놀려고 하는 호떡이에게 누나 호빵이가 더운 날 밖에서 오래 놀면 왜 안되는지에 대해 '호기심 딱지'를 이용해 설명해준다.",2020-05-04,,,
2281808,최고다! 호기심딱지 시즌 4,13,"저승사자, 일산화탄소",문을 닫고 고기를 구워먹자고 한 호떡이에게 누나 호빵이가 그 위험성을 '호기심딱지' 를 통해 알려준다.,2019-11-20,,,
2281809,최고다! 호기심딱지 시즌 4,14,비만탈출작전 1,"식사를 하던 호떡이는 좋아하지 않은 반찬들이 있어 투정을 부리게 되고 그 모습을 본 누나 호빵이는 반찬 투정을 부리며 골고루 식사를 하지않으면 비만이 될 수도 있다고 하며 비만이 무엇인지, 그리고 반찬을 골고루 먹어야 하는 이유를 '호기심 딱지'를 이용해 설명해준다.",2019-11-25,,,
2281810,최고다! 호기심딱지 시즌 4,15,비만탈출작전 2,"누나 호빵이는 동생인 호떡이에게 운동하러 나가자고 하지만 동생 호떡이가 게임을 한다는 이유로 계속 안간다고 떼를 쓰자 운동을 안하면 비만이 되고, 왜 비만이 되는 지를 '호시심딱지'를 이용해 설명해준다.",2019-11-26,,,
2281811,최고다! 호기심딱지 시즌 4,61,코로나19 소독 대작전!,코로나19 바이러스로 오염될 수 있는 곳을 알아보고 락스 소독제를 사용할 때 안전하게 소독할 수 있는 방법에 대해 알아보자!,2020-04-30,,,
2281812,최고다! 호기심딱지 시즌 4,62,햇빛의 돋보기 서커스,코맹맹이 탐정은 없어진 화가의 그림을 찾아 나서는데! 그림이 타버렸다고? 태양의 서커스 단원들과 함께 돋보기로 종이에 빛을 비추면 불이 나는 과정을 알아보자!,2020-05-01,,,
2281813,최고다! 호기심딱지 시즌 4,16,코피가 주르륵,겨울이 되면 건조해져서 자꾸 코피가 나는 호떡이에게 호빵이가 코봉이 동화를 들려주며 겨울철 코피예방법에 대해 알려준다.,2019-11-27,,,
2281814,최고다! 호기심딱지 시즌 4,17,간질간질 참을 수 없는 무좀,"거실에서 동생 호떡이가 놀고 있는데 옆에서 책을 읽기 위해 앉은 누나 호빵이가 더러운 냄새를 맡게되고 귀찮아서 발을 안 씻었다는 호떡이의 말에 누나 호빵이는 계속 안씻으면 무좀에 걸릴 수 있다고 말해주며 '호기심딱지'를 이용해 무좀이 무엇인지, 그리고 걸리는 과정을 설명해준다.",2019-12-02,,,
2281815,최고다! 호기심딱지 시즌 4,18,"겨울식중독, 노로바이러스","음식을 먹으려던 호떡이에게 호빵이가 음식에서 냄새가 나지 않아도 식중독에 걸릴 수 있다는 겨울 식중독의 한 종류인 노로바이러스의 위험성에 대해 알려주며 냉장고에 있던 음식이라도 익혀서 먹거나, 다시 한 번 씻어 먹어야함을 호기심 딱지를 통해 알려준다.",2019-12-04,,,
2281816,최고다! 호기심딱지 시즌 4,63,코로나19 바이러스의 비밀 침투,코로나 19에 감염된 코봉이를 옮긴 밀접촉자 박 서방! 결국 자가격리가 되고 마는데...! 격리 기간을 어기고 꽃놀이를 하러 간 박 서방과 마을 사람들! 과연 그들은 어떻게 하면 되었을까? 코로나바이러스들과 함께 코로나에 걸리게 된 원리를 알아보자!,2020-05-07,,,
2281817,최고다! 호기심딱지 시즌 4,64,나침반 속 자석 응원단,열심히 보물을 찾기 위해 항해를 하던 해적들! 그런데 자꾸 이상한 곳에 도착을 하는데...! 범인은 나침반?! 나침반과 자석을 함께 두면 어떻게 되는지 나침반 속 자석응원단과 함께 알아보자!,2020-05-08,,,
2281818,최고다! 호기심딱지 시즌 4,19,비상! 강추위 주의보,목도리와 모자를 쓰지 않고 외출하려는 호떡이에게 호빵이가 추운 겨울철 체온유지의 중요성과 저체온증을 예방하는 방법을 호기심딱지를 통해 알려준다.,2019-12-11,,,
2281819,최고다! 호기심딱지 시즌 4,20,꽁꽁 동상에 걸렸어요,"추운 날씨에 젖은 장갑을 끼고 밖에서 계속 놀고싶어하는 호떡이에게 호빵이가 호기심딱지 속 조직세포를 통해 동상의 원리와 위험성, 예방법을 알려준다.",2019-12-18,,,
2281820,최고다! 호기심딱지 시즌 4,21,거북목이 쑤욱,하루종일 휴대폰만 가지고 노는 호떡이에게 호빵이가 거북목의 위험성과 예방법을 호기심 딱지를 이용하여 알려준다,2019-12-25,,,
2281821,최고다! 호기심딱지 시즌 4,65,이어폰의 공격,세자에게 난청이 생겼다고? 그게 이어폰을 크게 들어서 그런 거라고?! 고막 선생님과 함께 난청이 생기는 이유를 알아보자!,2020-05-14,,,
2281822,최고다! 호기심딱지 시즌 4,66,전기를 만드는 콧바람,콧바람이 대단한 코봉이가 임금님께 불려갔다가 풍력 대장이 되었다고? 바람으로 전기가 생기는 원리를 전기대장과 함께 알아보자!,2020-05-15,,,
2281823,최고다! 호기심딱지 시즌 4,22,춤추는 똥,화장실 가는 것을 자꾸 참아 변비가 온 호떡이에게 호빵이가 호기심 딱지를 이용해 변비에 걸리는 이유와 예방법을 설명해준다.,2020-01-01,,,
2281824,최고다! 호기심딱지 시즌 4,23,칠복이의 질식 사건,알사탕이나 큰 엿 등 기도를 막을 위험이 있는 음식에 대한 위험성을 호기심 딱지를 통해 알려준다,2020-01-08,,,
2281825,최고다! 호기심딱지 시즌 4,24,코딱지 파면 안 돼요! 안 돼!,호빵이가 코를 파는 동생 호떡이에게 코를 파면 안 되는 이유를 '호기심 딱지'를 이용해 설명해준다.,2020-01-13,,,
2281826,최고다! 호기심딱지 시즌 4,67,영양분을 만드는 엽록체 레스토랑,식물은 햇빛을 보지 못하면 죽을수도 있다고?! 햇빛이 엽록체를 만드는 방법에 대해 엽록세포들과 함께 알아보자!,2020-05-21,,,
2281827,최고다! 호기심딱지 시즌 4,68,가위손의 녹 이야기,유명한 미용사 가위 손이 여왕님의 머리를 자르다가 망쳐버렸다고?! 그 이유가 녹슨 가위 때문이라는데..! 가위에 녹이 슨 이유를 철과 함께 알아보자!,2020-05-22,,,
2283271,요괴메카드 시즌 1,2,요괴라이더,"이소벨과 만난 이후로 학교가 마음에 든 나찬. 하지만 요괴볼 아카데미에서의 수업은 쉽지 않다. 요괴를 추적하기 위해 체력 훈련도 해야 하고, 요괴한테 잡히지 않기 위해 도망가는 생존력 훈련에다, 무시무시한 요괴 인형이 튀어나오는 담력 훈련까지 견뎌야 한다. 그러던 중 드디어 초급반 학생들에게도 요괴볼을 깨우는 미니카인 '요괴라이더'가 주어지는데...",2018-09-15,12,,
2283273,요괴메카드 시즌 1,3,깨어난 원숭이 정령,"나찬은 요괴볼을 깨운 기운찬을 부러워하지만, 기운찬은 터프한 고집불통 토끼 정령인 '미스터문' 때문에 힘들어하며 오히려 나찬이 부럽다고 말한다. 결국 나찬은 우연히 만난 이소벨에게 도움을 요청하는데…",2018-09-22,12,,
2283276,요괴메카드 시즌 1,4,돌아온 도깨비단,말썽꾸러기 남매 '도깨비단'이 요괴볼 아카데미에 나타났다! 그들은 모든 요괴볼을 차지하겠다며 테이머들에게 선전포고하는데…,2018-09-29,12,,
2283277,요괴메카드 시즌 1,5,리안과 공주희,"학교 대표로서 영국으로 요괴를 잡으러 갔던 고급반 학생 '리안'이 요괴볼 아카데미로 돌아온다. 잘생긴 외모에 뛰어난 실력과 자신감, 뭐 하나 빠질 것이 없어 리안은 여학생들 사이에서 슈퍼스타이다. 그리고 그런 리안의 매력에 공주희마저 뿍 빠지고 마는데…",2018-10-06,12,,
2283278,요괴메카드 시즌 1,6,나찬! 퇴학 위기!,시험에서 0점을 받은 나찬! 요괴볼 아카데미는 30점 미만의 학생은 퇴학이라는 무시무시한 학칙이 있었는데..나찬은 과연 재시험에서 통과해서 퇴학을 피할 수 있을까?,2018-10-13,12,,
2283279,요괴메카드 시즌 1,7,닭들의 반란,"어두운 저녁, 다나의 요괴라이더 코브라킹이 교장실에 침투하여 요괴볼 하나를 찾아내고, 다음 날, 점심으로 나온 통닭들이 살아서 움직인다. 알고보니 통닭안에 닭 정령’ ‘써니꼬꼬’가 숨어서 장난을 치던 것이었는데?!?",2018-10-20,12,,
2283281,요괴메카드 시즌 1,8,용호상박,요괴볼 아카데미에 요괴불 스쿨의 에이스인 반다인이 나타난다! 반다인은 요괴볼 아카데미에 실력있는 테이머가 있다는 소문을 듣고 대결해 보기 위해 찾아왔다고 한다. 그 실력자는 바로 이소벨. 마침 이소벨이 나타나 둘의 대결이 시작되는데…,2018-10-27,12,,
2283282,요괴메카드 시즌 1,9,다시 만난 원수,"나찬과 초급반 친구들은 요괴들을 찾아내는 훈련을 한다. 나찬은 마침 옆집에 사는 윤아 누나네에 요괴가 숨어있는 것을 발견하게 되고,이천숭이와 함께 요괴를 물리치려 한다. 그런데 숨어있는 요괴가 이천숭이를 배신한 돼지정령이라는데?!?",2018-11-03,12,,
2283283,요괴메카드 시즌 1,10,게으름의 화신,"유명한 셰프인 기운찬의 아버지는 미슐렝 비밀 평가를 대비하여 요리 연습중에 있다. 항상 부지런했던 아버지가 갑자기 게으름을 피우기 시작하고, 이소벨은 기운찬 아버지에게 숨어있는 소 정령의 정체를 알아채는데...",2018-11-10,12,,
2283284,요괴메카드 시즌 1,11,삼자대결,지금껏 한번도 싸움에서 패배해본 적 없는 반다인은 지난 이소벨과의 무승부 대결을 잊지 못하고 요괴볼 아카데미로 전학을 온다. 전학 온 이유를 묻는 이소벨에게 가능한 많이 이소벨과 대결을 하고 싶어서라고 말하는 반다인. 그리고 하늘 아래 두 개의 태양이 공존할 수 없다며 반다인에게 결투를 신청하는 리안. 진정한 실력자를 가리기 위해 펼쳐진 반다인과 리안 그리고 이소벨의 삼자대결! 과연 우승자는 누가될까?,2018-11-17,12,,
2283286,요괴메카드 시즌 1,12,담력시험,"오늘은 담력시험을 위해 현장학습을 가는 날! 담력시험 현장에 도착한 초급반 친구들은 도착한 순간부터 으스스함을 느낀다. 건물에 들어가보니 문이 맘대로 열렸다 닫히고 의자는 혼자서 움직이며 학생들 앞으로 돌진한다! 이를 피해 도망가던 공주희와 나찬은 우연히 도착한 공간에서 쥐 정령 ""놀쥐""와 마주하게 되는데...",2018-11-24,12,,
2283289,요괴메카드 시즌 1,13,수호정령의 등장,"요괴아카데미에 있는 요괴 저장고”에 전기 요괴가 침입했다! 나찬과 이소벨이 힘을 합쳐 전기 요괴를 봉인하는데... 계속해서 요괴들이 '요괴 저장고' 를 노리는 이유는 무엇일까? 다음날, 교장선생님은 요괴들의 침입을 막기 위해 학생들에게 요괴볼 배틀대회를 열겠다고 선언한다! 이번 대회는 테이머에 능력에 특별한 힘을 부여하는 수호정령을 이용한 배틀! 시범용 배틀은 나찬VS도깨비단 다비로 진행 되는데... 과연 수호정령들은 어떠한 힘을 가지고 있으며 승자는 누가 될까?",2018-12-01,12,,
2283290,요괴메카드 시즌 1,14,최면요괴 목기롱,"천재형과의 배틀을 앞두고 이천숭이와 뻔도야지의 협동 공격작전을 세우는 나찬. 하지만 두 정령의 사이는 좀처럼 좋아지지 않는다. 나찬은 고민에 빠지고, 사람들에게 멀미를 일으키는 기린요괴 '목기롱'과 마주하게 되는데... 이천숭이와 뻔도야지는 관계를 회복하고 나찬의 필승 작전을 실행할 수 있을까?",2018-12-08,12,,
2283291,요괴메카드 시즌 1,15,수호정령의 등장,"드디어 본격적으로 시작된 요괴볼 배틀대회! 첫번째 경기는 반다인VS공주희로 진행되고, 반다인에게 패배하게 된 공주희는 양피곤을 빼앗길 위기에 처하게 된다. 다음 경기에서는 나찬과 천재형이 맞붙게 되고, 막상막하의 접전이 펼쳐지는데.. 과연 두번째 배틀의 승자는?!",2018-12-15,12,,
2283292,요괴메카드 시즌 1,16,수호정령의 능력,나찬vs천재형의 8강행 티켓이 달린 2차전 배틀이 시작됐다! 이번에는 기린요괴 '목기롱'과 '짝퉁 요괴'의 대결! 8강에 진출하게 될 승자는 누구?,2018-12-22,12,,
